#Data Set Export - PC.Working@3A19P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (mm),Grade Code,Approval Level,Interpolation Type
2018-03-18 19:00:00,605,-1,800,1
2018-03-18 20:00:00,604,-1,800,1
2018-03-18 21:00:00,606,-1,800,1
2018-03-18 22:00:00,604,-1,800,1
2018-03-18 23:00:00,605,-1,800,1
2018-03-19 00:00:00,605,-1,800,1
2018-03-19 01:00:00,605,-1,800,1
2018-03-19 02:00:00,605,-1,800,1
2018-03-19 03:00:00,605,-1,800,1
2018-03-19 04:00:00,605,-1,800,1
2018-03-19 05:00:00,605,-1,800,1
2018-03-19 06:00:00,604,-1,800,1
2018-03-19 07:00:00,605,-1,800,1
2018-03-19 08:00:00,605,-1,800,1
2018-03-19 09:00:00,604,-1,800,1
2018-03-19 10:00:00,605,-1,800,1
2018-03-19 11:00:00,605,-1,800,1
2018-03-19 12:00:00,605,-1,800,1
2018-03-19 13:00:00,605,-1,800,1
2018-03-19 14:00:00,605,-1,800,1
2018-03-19 15:00:00,603,-1,800,1
2018-03-19 16:00:00,603,-1,800,1
2018-03-19 17:00:00,604,-1,800,1
2018-03-19 18:00:00,605,-1,800,1
2018-03-19 19:00:00,605,-1,800,1
2018-03-19 20:00:00,605,-1,800,1
2018-03-19 21:00:00,605,-1,800,1
2018-03-19 22:00:00,604,-1,800,1
2018-03-19 23:00:00,604,-1,800,1
2018-03-20 00:00:00,605,-1,800,1
2018-03-20 01:00:00,605,-1,800,1
2018-03-20 02:00:00,605,-1,800,1
2018-03-20 03:00:00,605,-1,800,1
2018-03-20 04:00:00,605,-1,800,1
2018-03-20 05:00:00,605,-1,800,1
2018-03-20 06:00:00,604,-1,800,1
2018-03-20 07:00:00,605,-1,800,1
2018-03-20 08:00:00,605,-1,800,1
2018-03-20 09:00:00,605,-1,800,1
2018-03-20 10:00:00,605,-1,800,1
2018-03-20 11:00:00,604,-1,800,1
2018-03-20 12:00:00,604,-1,800,1
2018-03-20 13:00:00,605,-1,800,1
2018-03-20 14:00:00,604,-1,800,1
