#Data Set Export - PC.Working@3A09P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (mm),Grade Code,Approval Level,Interpolation Type
2018-03-18 19:00:00,457,-1,800,1
2018-03-18 20:00:00,457,-1,800,1
2018-03-18 21:00:00,457,-1,800,1
2018-03-18 22:00:00,457,-1,800,1
2018-03-18 23:00:00,457,-1,800,1
2018-03-19 00:00:00,457,-1,800,1
2018-03-19 01:00:00,457,-1,800,1
2018-03-19 02:00:00,457,-1,800,1
2018-03-19 03:00:00,457,-1,800,1
2018-03-19 04:00:00,457,-1,800,1
2018-03-19 05:00:00,457,-1,800,1
2018-03-19 06:00:00,457,-1,800,1
2018-03-19 07:00:00,457,-1,800,1
2018-03-19 08:00:00,456,-1,800,1
2018-03-19 09:00:00,457,-1,800,1
2018-03-19 10:00:00,457,-1,800,1
2018-03-19 11:00:00,457,-1,800,1
2018-03-19 12:00:00,457,-1,800,1
2018-03-19 13:00:00,457,-1,800,1
2018-03-19 14:00:00,457,-1,800,1
2018-03-19 15:00:00,457,-1,800,1
2018-03-19 16:00:00,457,-1,800,1
2018-03-19 17:00:00,457,-1,800,1
2018-03-19 18:00:00,457,-1,800,1
2018-03-19 19:00:00,457,-1,800,1
2018-03-19 20:00:00,457,-1,800,1
2018-03-19 21:00:00,457,-1,800,1
2018-03-19 22:00:00,457,-1,800,1
2018-03-19 23:00:00,457,-1,800,1
2018-03-20 00:00:00,457,-1,800,1
2018-03-20 01:00:00,457,-1,800,1
2018-03-20 02:00:00,457,-1,800,1
2018-03-20 03:00:00,457,-1,800,1
2018-03-20 04:00:00,457,-1,800,1
2018-03-20 05:00:00,457,-1,800,1
2018-03-20 06:00:00,457,-1,800,1
2018-03-20 07:00:00,457,-1,800,1
2018-03-20 08:00:00,456,-1,800,1
2018-03-20 09:00:00,457,-1,800,1
2018-03-20 10:00:00,457,-1,800,1
2018-03-20 11:00:00,457,-1,800,1
2018-03-20 12:00:00,457,-1,800,1
2018-03-20 13:00:00,457,-1,800,1
2018-03-20 14:00:00,457,-1,800,1
2018-03-20 15:00:00,457,-1,800,1
2018-03-20 16:00:00,457,-1,800,1
2018-03-20 17:00:00,457,-1,800,1
2018-03-20 18:00:00,457,-1,800,1
2018-03-20 19:00:00,457,-1,800,1
2018-03-20 20:00:00,457,-1,800,1
2018-03-20 21:00:00,457,-1,800,1
2018-03-20 22:00:00,457,-1,800,1
2018-03-20 23:00:00,457,-1,800,1
2018-03-21 00:00:00,457,-1,800,1
2018-03-21 01:00:00,457,-1,800,1
2018-03-21 02:00:00,457,-1,800,1
2018-03-21 03:00:00,457,-1,800,1
2018-03-21 04:00:00,457,-1,800,1
2018-03-21 05:00:00,457,-1,800,1
2018-03-21 06:00:00,457,-1,800,1
2018-03-21 07:00:00,456,-1,800,1
2018-03-21 08:00:00,457,-1,800,1
2018-03-21 09:00:00,457,-1,800,1
2018-03-21 10:00:00,457,-1,800,1
2018-03-21 11:00:00,457,-1,800,1
2018-03-21 12:00:00,457,-1,800,1
2018-03-21 13:00:00,457,-1,800,1
2018-03-21 14:00:00,457,-1,800,1
2018-03-21 15:00:00,457,-1,800,1
2018-03-21 16:00:00,457,-1,800,1
2018-03-21 17:00:00,457,-1,800,1
2018-03-21 18:00:00,457,-1,800,1
2018-03-21 19:00:00,457,-1,800,1
2018-03-21 20:00:00,457,-1,800,1
2018-03-21 21:00:00,457,-1,800,1
2018-03-21 22:00:00,457,-1,800,1
2018-03-21 23:00:00,457,-1,800,1
2018-03-22 00:00:00,457,-1,800,1
2018-03-22 01:00:00,457,-1,800,1
2018-03-22 02:00:00,457,-1,800,1
