#Data Set Export - PC.Working@4A18P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (mm),Grade Code,Approval Level,Interpolation Type
2018-10-31 18:00:00,325,-1,800,1
2018-10-31 19:00:00,325,-1,800,1
2018-10-31 20:00:00,325,-1,800,1
2018-10-31 21:00:00,326,-1,800,1
2018-10-31 22:00:00,325,-1,800,1
2018-10-31 23:00:00,326,-1,800,1
2018-11-01 00:00:00,326,-1,800,1
2018-11-01 01:00:00,326,-1,800,1
2018-11-01 02:00:00,326,-1,800,1
2018-11-01 03:00:00,326,-1,800,1
2018-11-01 04:00:00,326,-1,800,1
2018-11-01 05:00:00,326,-1,800,1
2018-11-01 06:00:00,326,-1,800,1
2018-11-01 07:00:00,326,-1,800,1
2018-11-01 08:00:00,326,-1,800,1
2018-11-01 09:00:00,326,-1,800,1
2018-11-01 10:00:00,326,-1,800,1
2018-11-01 11:00:00,326,-1,800,1
2018-11-01 12:00:00,326,-1,800,1
2018-11-01 13:00:00,326,-1,800,1
2018-11-01 14:00:00,326,-1,800,1
2018-11-01 15:00:00,326,-1,800,1
2018-11-01 16:00:00,326,-1,800,1
2018-11-01 17:00:00,326,-1,800,1
2018-11-01 18:00:00,326,-1,800,1
2018-11-01 19:00:00,327,-1,800,1
2018-11-01 20:00:00,328,-1,800,1
2018-11-01 21:00:00,329,-1,800,1
2018-11-01 22:00:00,331,-1,800,1
2018-11-01 23:00:00,332,-1,800,1
2018-11-02 00:00:00,333,-1,800,1
2018-11-02 01:00:00,334,-1,800,1
2018-11-02 02:00:00,335,-1,800,1
2018-11-02 03:00:00,336,-1,800,1
2018-11-02 04:00:00,337,-1,800,1
2018-11-02 05:00:00,338,-1,800,1
2018-11-02 06:00:00,338,-1,800,1
2018-11-02 07:00:00,339,-1,800,1
2018-11-02 08:00:00,340,-1,800,1
2018-11-02 09:00:00,340,-1,800,1
2018-11-02 10:00:00,341,-1,800,1
2018-11-02 11:00:00,343,-1,800,1
2018-11-02 12:00:00,345,-1,800,1
2018-11-02 13:00:00,347,-1,800,1
