#Data Set Export - PC.Working@4A12P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (mm),Grade Code,Approval Level,Interpolation Type
2021-01-15 20:00:00,624.3,0,800,1
2021-01-15 21:00:00,624.3,0,800,1
2021-01-15 22:00:00,624.5,0,800,1
2021-01-15 23:00:00,624.2,0,800,1
2021-01-16 00:00:00,624.3,0,800,1
2021-01-16 01:00:00,624.6,0,800,1
2021-01-16 02:00:00,624.6,0,800,1
2021-01-16 03:00:00,624.4,0,800,1
2021-01-16 04:00:00,624.4,0,800,1
2021-01-16 05:00:00,624.6,0,800,1
2021-01-16 06:00:00,624.6,0,800,1
2021-01-16 07:00:00,624.3,0,800,1
2021-01-16 08:00:00,624.5,0,800,1
2021-01-16 09:00:00,624.4,0,800,1
2021-01-16 10:00:00,624.5,0,800,1
2021-01-16 11:00:00,624.3,0,800,1
2021-01-16 12:00:00,624.5,0,800,1
2021-01-16 13:00:00,624.3,0,800,1
2021-01-16 14:00:00,624.5,0,800,1
2021-01-16 15:00:00,624.8,0,800,1
2021-01-16 16:00:00,624.8,0,800,1
2021-01-16 17:00:00,624.9,0,800,1
2021-01-16 18:00:00,625.4,0,800,1
2021-01-16 19:00:00,625.6,0,800,1
2021-01-16 20:00:00,625.8,0,800,1
2021-01-16 21:00:00,626.1,0,800,1
2021-01-16 22:00:00,626.1,0,800,1
2021-01-16 23:00:00,626.5,0,800,1
2021-01-17 00:00:00,627.4,0,800,1
2021-01-17 01:00:00,628.3,0,800,1
2021-01-17 02:00:00,628.4,0,800,1
2021-01-17 03:00:00,628.5,0,800,1
2021-01-17 04:00:00,629,0,800,1
2021-01-17 05:00:00,629.2,0,800,1
2021-01-17 06:00:00,629.8,0,800,1
2021-01-17 07:00:00,629.7,0,800,1
2021-01-17 08:00:00,629.9,0,800,1
2021-01-17 09:00:00,630,0,800,1
2021-01-17 10:00:00,629.8,0,800,1
2021-01-17 11:00:00,630,0,800,1
